transaction_id,purchaser_id,owner_id,transaction_date,client_type,product_description,event_date,area,row_number,seat_number
a5526e88-8742-4f4d-92ae-65704f0ffc7d,f3156ddf-7a71-486b-8ea1-cbdcef531988,f3156ddf-7a71-486b-8ea1-cbdcef531988,2025-09-15,Match by Match Ticket Holder,Sheffield United V Charlton Athletic,2025-09-20,1889 Restaurant,C,6
6f8ae339-b1d9-4d01-a479-4e2ab8ac8064,2f4759f5-80fc-409e-a459-53c795e24d2f,2f4759f5-80fc-409e-a459-53c795e24d2f,2025-08-01,Season Ticket Holder,2025/26 Sheffield United V Swansea City,2026-04-03,The Pavilion,H,113
d5034c36-8424-40ca-9649-830ad1218403,51bc0208-465a-ea11-80e9-0050560100ae,51bc0208-465a-ea11-80e9-0050560100ae,2024-07-30,Season Ticket Holder,2024/25 Sheffield United V Millwall,2025-04-08,The Pavilion,T,126
488ae943-47aa-4133-8141-5f0a0e5656b4,01ecaf61-563b-ed11-83d1-afe4f709d266,01ecaf61-563b-ed11-83d1-afe4f709d266,2025-08-01,Match by Match Ticket Holder,2025/26 Sheffield United V Wrexham,2026-03-21,The Pavilion,O,124
8f3e1a28-098f-47c7-af5c-50d2deac6ea1,2c30360d-76b0-4f96-9ddc-764ee63ff59c,2c30360d-76b0-4f96-9ddc-764ee63ff59c,2025-08-01,Season Ticket Holder,2025/26 Sheffield United V Birmingham City,2025-12-20,The Pavilion,U,126
dcf2e923-734f-4496-97ce-aa86d3301e1c,8446cdde-9175-43d7-bf41-54affb1d5f29,8446cdde-9175-43d7-bf41-54affb1d5f29,2025-08-01,Match by Match Ticket Holder,2025/26 Sheffield United V Bristol City,2025-08-09,The Pavilion,S,126
a3d8889e-6b96-429d-b42b-05f1a4ee3d7b,f3156ddf-7a71-486b-8ea1-cbdcef531988,f3156ddf-7a71-486b-8ea1-cbdcef531988,2024-08-12,Match by Match Ticket Holder,2024/25 Sheffield United Fc V Wrexham Afc,2024-08-13,The Pavilion,W,127
087ac3d5-d127-48cc-9826-9ac95ed7cb3e,f3156ddf-7a71-486b-8ea1-cbdcef531988,f3156ddf-7a71-486b-8ea1-cbdcef531988,2025-09-25,Match by Match Ticket Holder,2025/26 Sheffield United V Southampton Fc,2025-09-30,1889 Restaurant,B,7
6b63a257-447a-46bd-be9b-d9f20e52895c,fed4d832-a9e8-4124-b828-998a3b2961e4,fed4d832-a9e8-4124-b828-998a3b2961e4,2024-07-31,Season Ticket Holder,2024/25 Sheffield United V West Bromwich Albion,2024-12-29,Tony Currie Suite,A,71
4b444d8f-aed3-439b-aa8d-0cf7709d90a7,f5440457-d292-4191-bd2a-6d4e83cd9fcb,f5440457-d292-4191-bd2a-6d4e83cd9fcb,2025-08-01,Season Ticket Holder,2025/26 Sheffield United V West Bromwich Albion,2026-03-07,The Pavilion,Q,110
5190f41e-6656-4f20-922b-a444cb62fcb0,cda4f7b2-0292-4dde-b660-1b9f17f7a294,cda4f7b2-0292-4dde-b660-1b9f17f7a294,2025-08-01,Season Ticket Holder,Sheffield United V Charlton Athletic,2025-09-20,The Pavilion,U,125
10a94846-08d3-4c81-ae2d-af77385466d6,f3156ddf-7a71-486b-8ea1-cbdcef531988,f3156ddf-7a71-486b-8ea1-cbdcef531988,2025-12-12,Match by Match Ticket Holder,2025/26 Sheffield United V Birmingham City,2025-12-20,1889 Restaurant,E,4
c42956a5-8486-48f8-bf2b-15845a09eeca,d006fc51-1e93-46d5-8df3-790981239d5d,d006fc51-1e93-46d5-8df3-790981239d5d,2024-07-30,Match by Match Ticket Holder,2024/25 Sheffield United V Queens Park Rangers,2024-08-17,Tony Currie Suite,B,32
ef15c962-8ddf-49ff-83be-3990df26162f,8446cdde-9175-43d7-bf41-54affb1d5f29,8446cdde-9175-43d7-bf41-54affb1d5f29,2025-08-01,Match by Match Ticket Holder,2025/26 Sheffield United V Millwall Fc,2025-08-23,The Pavilion,S,126
b1a186b2-79fc-421d-8786-84ae3deba00b,3ed21281-ccdf-456b-a34c-079ec3696de6,3ed21281-ccdf-456b-a34c-079ec3696de6,2024-07-31,Match by Match Ticket Holder,2024/25 Sheffield United V Oxford United,2024-11-26,Tony Currie Suite,B,81
598dadfd-a0c4-4cba-a209-b1c6a4af38c7,51bc0208-465a-ea11-80e9-0050560100ae,51bc0208-465a-ea11-80e9-0050560100ae,2024-07-30,Season Ticket Holder,2024/25 Sheffield United V Blackburn Rovers,2025-05-03,The Pavilion,T,126
620d586d-77cd-4f33-b047-2944e2fbd927,f5440457-d292-4191-bd2a-6d4e83cd9fcb,f5440457-d292-4191-bd2a-6d4e83cd9fcb,2025-08-01,Season Ticket Holder,2025/26 Sheffield United V Wrexham,2026-03-21,The Pavilion,Q,110
d359ddfb-7db3-467d-9d14-53de90ce94fa,8446cdde-9175-43d7-bf41-54affb1d5f29,8446cdde-9175-43d7-bf41-54affb1d5f29,2025-08-01,Match by Match Ticket Holder,Sheffield United V Charlton Athletic,2025-09-20,The Pavilion,S,126
2ce0a3c8-cd4c-44e7-8098-34601f754ed2,f3156ddf-7a71-486b-8ea1-cbdcef531988,f3156ddf-7a71-486b-8ea1-cbdcef531988,2024-09-26,Match by Match Ticket Holder,2024/25 Sheffield United V Luton Town,2024-10-05,1889 Restaurant,B,10
7a919bc1-d7cc-45e5-97d7-b37df11ecf2b,2333b0ab-a389-4d82-9586-b003636b68db,2333b0ab-a389-4d82-9586-b003636b68db,2025-08-01,Match by Match Ticket Holder,2025/26 Sheffield United V Wrexham,2026-03-21,Tony Currie Suite,B,74
44c1e084-307a-4078-a053-33b6825bf37e,f3156ddf-7a71-486b-8ea1-cbdcef531988,f3156ddf-7a71-486b-8ea1-cbdcef531988,2025-11-05,Match by Match Ticket Holder,2025/26 Sheffield United V Queens Park Rangers,2025-11-08,1889 Restaurant,F,4
4b0d2ad1-cdd5-4972-bb77-b63096ba91fe,b20e7121-6ff2-4f60-90f4-599e8511bde1,b20e7121-6ff2-4f60-90f4-599e8511bde1,2025-08-01,Match by Match Ticket Holder,2025/26 Sheffield United V Swansea City,2026-04-03,The Pavilion,N,113
d163127f-2cd0-4b50-909c-693bac56c2cf,da2492f1-753f-4e93-984e-1d5b8e03158d,da2492f1-753f-4e93-984e-1d5b8e03158d,2024-07-31,Season Ticket Holder,2024/25 Sheffield United V Preston North End,2025-03-08,Tony Currie Suite,B,27
8c7b9422-9815-40e6-bf37-ddc7fef91818,257f13a5-83b3-e911-80e7-0050560100ae,257f13a5-83b3-e911-80e7-0050560100ae,2025-08-01,Season Ticket Holder,2025/26 Sheffield United V Millwall Fc,2025-08-23,The Pavilion,R,107
26307854-9c74-45a4-9369-1ffb385b6e53,f62aebb4-9240-ec11-8350-95e197523a6c,f62aebb4-9240-ec11-8350-95e197523a6c,2024-08-13,Season Ticket Holder,2024/25 Sheffield United V Sunderland,2024-11-29,1889 Restaurant,L,12
260a24a4-ef4a-4207-9d18-2f024611f805,e1eafab0-9b8c-4cb9-b682-70ed6d6edce7,e1eafab0-9b8c-4cb9-b682-70ed6d6edce7,2025-08-06,Match by Match Ticket Holder,2025/26 Sheffield United V Blackburn Rovers,2026-04-22,1889 Restaurant,G,1
341bc9a7-61a8-4d02-9d3f-3cfebd432dd2,3ed21281-ccdf-456b-a34c-079ec3696de6,3ed21281-ccdf-456b-a34c-079ec3696de6,2024-07-31,Match by Match Ticket Holder,2024/25 Sheffield United V Plymouth Argyle,2024-12-14,Tony Currie Suite,B,81
3f670707-68fd-494c-b330-9340c6e88307,f3156ddf-7a71-486b-8ea1-cbdcef531988,f3156ddf-7a71-486b-8ea1-cbdcef531988,2025-04-15,Match by Match Ticket Holder,2024/25 Sheffield United V Cardiff City,2025-04-18,1889 Restaurant,F,9
ec3a626a-436a-4797-bb06-a18b868cc42e,b75cbbb7-6a23-4540-8c1d-cc470a8e7155,b75cbbb7-6a23-4540-8c1d-cc470a8e7155,2024-07-31,Season Ticket Holder,2024/25 Sheffield United V Watford,2024-09-01,Tony Currie Suite,A,50
48cf4926-e664-4016-bb74-00ad2fac1245,2e760591-624c-4056-abd4-2c7c5c42fbff,2e760591-624c-4056-abd4-2c7c5c42fbff,2025-01-07,Season Ticket Holder,2024/25 Sheffield United  V Cardiff City | Fac3,2025-01-09,The Pavilion,Y,125
8d614f4a-15e2-4263-b6dd-6e7018c395af,857529c4-767b-4352-a814-84ec3ccad51d,857529c4-767b-4352-a814-84ec3ccad51d,2024-08-13,Season Ticket Holder,2024/25 Sheffield United V Middlesbrough,2025-02-12,1889 Restaurant,G,7
3c30d255-15d3-4879-aa95-359fa3243089,4c52f705-9b8f-41f5-b1c8-cf807ab094fe,4c52f705-9b8f-41f5-b1c8-cf807ab094fe,2025-08-01,Season Ticket Holder,2025/26 Sheffield United V Stoke City,2025-12-06,The Pavilion,R,111
547ed374-1ab1-4c5b-ad92-2c7a5d43d81d,f3156ddf-7a71-486b-8ea1-cbdcef531988,f3156ddf-7a71-486b-8ea1-cbdcef531988,2024-09-26,Match by Match Ticket Holder,2024/25 Sheffield United V Luton Town,2024-10-05,1889 Restaurant,B,8
c7ed2f25-e02d-454b-a1bd-1c1bf3ddf987,59dc4c04-dc3a-ef11-84a5-e3c223650d0d,59dc4c04-dc3a-ef11-84a5-e3c223650d0d,2024-08-16,Season Ticket Holder,2024/25 Sheffield United V Derby County,2024-09-21,The Pavilion,X,124
49687318-aeef-4be7-b4b8-5403f7e0cfcc,265c1531-a930-48d8-b4cb-5eb1460b37c4,265c1531-a930-48d8-b4cb-5eb1460b37c4,2025-03-26,Match by Match Ticket Holder,2024/25 Sheffield United V Coventry City,2025-03-28,1889 Restaurant,W,18
e035196b-f567-492b-86cb-70ff98194c74,f3156ddf-7a71-486b-8ea1-cbdcef531988,f3156ddf-7a71-486b-8ea1-cbdcef531988,2024-08-16,Match by Match Ticket Holder,2024/25 Sheffield United V Queens Park Rangers,2024-08-17,1889 Restaurant,M,12
7a03e49c-2fff-4406-9187-cbdbde8eb568,f3156ddf-7a71-486b-8ea1-cbdcef531988,f3156ddf-7a71-486b-8ea1-cbdcef531988,2025-12-01,Match by Match Ticket Holder,2025/26 Sheffield United V Stoke City,2025-12-06,1889 Restaurant,D,13
54c58dcc-efa4-402b-aaf5-6bd6468aa53b,f3156ddf-7a71-486b-8ea1-cbdcef531988,f3156ddf-7a71-486b-8ea1-cbdcef531988,2024-09-26,Match by Match Ticket Holder,2024/25 Sheffield United V Luton Town,2024-10-05,1889 Restaurant,B,7
b0b75417-7298-460b-af45-112a970cd0d3,62ff39e2-5c35-4c17-9e2d-43ed4e2c66fb,62ff39e2-5c35-4c17-9e2d-43ed4e2c66fb,2025-08-01,Season Ticket Holder,2025/26 Sheffield United V Millwall Fc,2025-08-23,Tony Currie Suite,B,8
b962104b-7e49-4337-acb2-514209f91be4,3cda4f84-2e63-4602-a5a2-f53f19a5996d,3cda4f84-2e63-4602-a5a2-f53f19a5996d,2025-08-01,Season Ticket Holder,2025/26 Sheffield United V Millwall Fc,2025-08-23,The Pavilion,Q,112
80b217ac-dc6f-4e5a-8461-3e89325fe24d,27527839-08e3-4272-8f06-eea3f013f23a,27527839-08e3-4272-8f06-eea3f013f23a,2025-08-01,Season Ticket Holder,2025/26 Sheffield United V Stoke City,2025-12-06,The Pavilion,S,108
952f492c-97cb-4b1d-901c-9da2a12a6489,d006fc51-1e93-46d5-8df3-790981239d5d,7b4e6b96-c171-ef11-84bd-ffedec64349b,2024-09-13,Match by Match Ticket Holder,2024/25 Sheffield United V Stoke City,2024-10-26,Tony Currie Suite,B,33
d4e0aaa9-3450-48a8-9ed7-c52538b3c4ce,8446cdde-9175-43d7-bf41-54affb1d5f29,8446cdde-9175-43d7-bf41-54affb1d5f29,2025-08-01,Match by Match Ticket Holder,2025/26 Sheffield United V Queens Park Rangers,2025-11-08,The Pavilion,S,126
17d4df16-dba3-48fa-baee-2a8ea7f622cb,af21bc5b-4f81-495a-949f-eb9b82ecbff3,af21bc5b-4f81-495a-949f-eb9b82ecbff3,2024-07-31,Season Ticket Holder,2024/25 Sheffield United V Portsmouth,2025-02-08,Tony Currie Suite,B,55
a33c5894-7f36-47b7-8ac2-4e09274e09b7,3cda4f84-2e63-4602-a5a2-f53f19a5996d,3cda4f84-2e63-4602-a5a2-f53f19a5996d,2025-08-01,Season Ticket Holder,Sheffield United V Charlton Athletic,2025-09-20,The Pavilion,Q,112
46d06091-0d3e-4b3e-93f5-7391d07ec7c9,a647e976-7c8e-431e-9c64-2201acadb7f4,a647e976-7c8e-431e-9c64-2201acadb7f4,2025-08-01,Season Ticket Holder,2025/26 Sheffield United V Norwich City,2025-12-09,The Pavilion,N,111
86cb70fd-3a79-4969-be23-0d81de42a22a,f3156ddf-7a71-486b-8ea1-cbdcef531988,f3156ddf-7a71-486b-8ea1-cbdcef531988,2025-12-01,Match by Match Ticket Holder,2025/26 Sheffield United V Stoke City,2025-12-06,1889 Restaurant,D,11
a6a61288-bfba-4990-812d-e32812b86f9c,fd2167b1-bae7-4dda-aed1-07cbb8587474,fd2167b1-bae7-4dda-aed1-07cbb8587474,2024-07-30,Season Ticket Holder,2024/25 Sheffield United V Swansea,2024-10-02,The Pavilion,M,110
56b32629-dfab-4d06-9264-5dd766143bc7,b0837376-9365-4cc8-be81-55de5249c25d,b0837376-9365-4cc8-be81-55de5249c25d,2025-08-01,Season Ticket Holder,2025/26 Sheffield United V Queens Park Rangers,2025-11-08,Tony Currie Suite,A,54
4a259e6d-fc1f-4b26-8e9d-44f3734d2783,01ecaf61-563b-ed11-83d1-afe4f709d266,01ecaf61-563b-ed11-83d1-afe4f709d266,2025-08-01,Match by Match Ticket Holder,2025/26 Sheffield United V Southampton Fc,2025-09-30,The Pavilion,O,125
d2349f07-df37-4ac7-af43-10b15a4e00ad,f5440457-d292-4191-bd2a-6d4e83cd9fcb,f5440457-d292-4191-bd2a-6d4e83cd9fcb,2025-08-01,Season Ticket Holder,2025/26 Sheffield United V Millwall Fc,2025-08-23,The Pavilion,Q,113
d3f46e97-a8a1-4407-996c-7c12afa99233,60e50fef-5d81-4070-a52c-a79448c341e2,60e50fef-5d81-4070-a52c-a79448c341e2,2025-08-01,Season Ticket Holder,2025/26 Sheffield United V Norwich City,2025-12-09,Tony Currie Suite,B,51
1410a6f5-148c-412a-992e-db70b544e270,5baef0c2-e957-ea11-80e9-0050560100ae,5baef0c2-e957-ea11-80e9-0050560100ae,2024-07-30,Match by Match Ticket Holder,2024/25 Sheffield United V Swansea,2024-10-02,The Pavilion,Z,120
970c36eb-3c64-47ad-ae43-3ab2b0a7bc59,0ae4dd00-6493-e911-80e7-0050560100ae,0ae4dd00-6493-e911-80e7-0050560100ae,2024-07-30,Season Ticket Holder,2024/25 Sheffield United V Leeds United,2025-02-24,The Pavilion,N,114
6065a9c6-80b9-4ecf-9f5f-25c590868973,e94b921c-d4f3-ec11-83ae-f820e8d33f75,e94b921c-d4f3-ec11-83ae-f820e8d33f75,2024-07-30,Season Ticket Holder,2024/25 Sheffield United V Sunderland,2024-11-29,The Pavilion,Z,115
7cfa8389-28f3-4fba-b330-06c079648800,62ff39e2-5c35-4c17-9e2d-43ed4e2c66fb,62ff39e2-5c35-4c17-9e2d-43ed4e2c66fb,2024-07-31,Season Ticket Holder,2024/25 Sheffield United V Sheffield Wednesday,2024-11-10,Tony Currie Suite,B,8
20da915d-fe38-4061-b953-692b15ada946,857529c4-767b-4352-a814-84ec3ccad51d,857529c4-767b-4352-a814-84ec3ccad51d,2024-08-13,Season Ticket Holder,2024/25 Sheffield United V Cardiff City,2025-04-18,1889 Restaurant,G,7
11c856aa-5611-4606-a2ca-41416ca20d55,7ce5130f-dddf-eb11-830b-8d6dafdda11c,7ce5130f-dddf-eb11-830b-8d6dafdda11c,2025-09-23,Season Ticket Holder,2025/26 Sheffield United V Blackburn Rovers,2026-04-22,Tony Currie Suite,B,16
a34bfaee-dee0-43bd-9db1-308c977c44cc,f3156ddf-7a71-486b-8ea1-cbdcef531988,f3156ddf-7a71-486b-8ea1-cbdcef531988,2024-08-16,Match by Match Ticket Holder,2024/25 Sheffield United V Queens Park Rangers,2024-08-17,1889 Restaurant,M,7
453f07ad-fb6c-42e8-8189-a788207391e6,f3156ddf-7a71-486b-8ea1-cbdcef531988,f3156ddf-7a71-486b-8ea1-cbdcef531988,2025-09-25,Match by Match Ticket Holder,2025/26 Sheffield United V Southampton Fc,2025-09-30,1889 Restaurant,A,11
0be16fef-3df5-4c30-ab03-7abe6a1dd914,fed4d832-a9e8-4124-b828-998a3b2961e4,fed4d832-a9e8-4124-b828-998a3b2961e4,2024-07-31,Season Ticket Holder,2024/25 Sheffield United V Cardiff City,2025-04-18,Tony Currie Suite,A,71
7e221eb0-86a4-4e1f-a89b-b14f9139f412,12be5131-9bff-45a1-95fb-bb029ea439ef,12be5131-9bff-45a1-95fb-bb029ea439ef,2025-09-24,Match by Match Ticket Holder,Blades & Bruises An Evening With Curtis Woodhouse,2025-09-25,1889 Restaurant,G,13
a767335a-3242-49ec-b636-8e8454820a2d,c1674bdb-0a70-45a6-bbdb-cd823c4a7368,c1674bdb-0a70-45a6-bbdb-cd823c4a7368,2024-08-16,Season Ticket Holder,2024/25 Sheffield United V Sheffield Wednesday,2024-11-10,The Pavilion,T,112
ad2801ae-0ffb-404e-8255-272916a5cde1,8446cdde-9175-43d7-bf41-54affb1d5f29,8446cdde-9175-43d7-bf41-54affb1d5f29,2025-08-01,Match by Match Ticket Holder,2025/26 Sheffield United V Stoke City,2025-12-06,The Pavilion,S,125
e449e50c-c1b4-4f32-af07-6ed7ae8857fc,5baef0c2-e957-ea11-80e9-0050560100ae,5baef0c2-e957-ea11-80e9-0050560100ae,2024-07-30,Match by Match Ticket Holder,2024/25 Sheffield United V Stoke City,2024-10-26,The Pavilion,Z,120
92925db2-7ed3-4b03-870d-879769198945,f3156ddf-7a71-486b-8ea1-cbdcef531988,f3156ddf-7a71-486b-8ea1-cbdcef531988,2025-09-15,Match by Match Ticket Holder,Sheffield United V Charlton Athletic,2025-09-20,1889 Restaurant,B,7
46a9cf14-926f-4b96-ade0-126624b82812,2c30360d-76b0-4f96-9ddc-764ee63ff59c,2c30360d-76b0-4f96-9ddc-764ee63ff59c,2025-08-01,Season Ticket Holder,2025/26 Sheffield United V Preston North End,2026-04-25,The Pavilion,U,126
a2976bad-24a5-4588-9658-7e2641aa6c04,df77f61a-ac8f-49d7-acef-934f2feb6c23,df77f61a-ac8f-49d7-acef-934f2feb6c23,2025-08-01,Match by Match Ticket Holder,2025/26 Sheffield United V Wrexham,2026-03-21,The Pavilion,K,109
46063d98-01b4-4636-b09a-0b68e1a186db,f62aebb4-9240-ec11-8350-95e197523a6c,f62aebb4-9240-ec11-8350-95e197523a6c,2024-08-13,Season Ticket Holder,2024/25 Sheffield United V Preston North End,2025-03-08,1889 Restaurant,L,12
267ee379-4ac1-47ce-b87a-0b4c0a7193d3,c1674bdb-0a70-45a6-bbdb-cd823c4a7368,c1674bdb-0a70-45a6-bbdb-cd823c4a7368,2024-08-16,Season Ticket Holder,2024/25 Sheffield United V Sunderland,2024-11-29,The Pavilion,T,112
5a837c71-5e11-4444-8b4f-0e83e3359c64,f3156ddf-7a71-486b-8ea1-cbdcef531988,f3156ddf-7a71-486b-8ea1-cbdcef531988,2024-11-20,Match by Match Ticket Holder,2024/25 Sheffield United V Sunderland,2024-11-29,1889 Restaurant,F,11
5a5d5c15-9723-4d61-927a-cb4ede343466,be30d85a-a093-43b0-8895-50c63bc31b37,be30d85a-a093-43b0-8895-50c63bc31b37,2024-07-30,Season Ticket Holder,2024/25 Sheffield United V Derby County,2024-09-21,The Pavilion,W,123
a22b1898-7257-43e7-85b2-937fd7bb8067,01ecaf61-563b-ed11-83d1-afe4f709d266,01ecaf61-563b-ed11-83d1-afe4f709d266,2025-08-01,Match by Match Ticket Holder,2025/26 Sheffield United V Stoke City,2025-12-06,The Pavilion,O,125
5b08e420-5d63-42dd-a25f-d120014d745e,e94b921c-d4f3-ec11-83ae-f820e8d33f75,e94b921c-d4f3-ec11-83ae-f820e8d33f75,2024-07-30,Season Ticket Holder,2024/25 Sheffield United V Norwich City,2025-01-18,The Pavilion,Z,115
ec7f8b55-dea1-4b44-9a1d-2555f91d4181,30a871a2-e02a-ee11-8444-a581cfc4f59c,30a871a2-e02a-ee11-8444-a581cfc4f59c,2024-07-30,Match by Match Ticket Holder,2024/25 Sheffield United V Blackburn Rovers,2025-05-03,The Pavilion,W,119
83d372b5-d717-4ec1-879d-cd705cd2b455,c1674bdb-0a70-45a6-bbdb-cd823c4a7368,c1674bdb-0a70-45a6-bbdb-cd823c4a7368,2025-08-01,Season Ticket Holder,2025/26 Sheffield United V Birmingham City,2025-12-20,Tony Currie Suite,B,43
5b67f8b4-2bf8-4636-aacb-70263a42528b,e1eafab0-9b8c-4cb9-b682-70ed6d6edce7,e1eafab0-9b8c-4cb9-b682-70ed6d6edce7,2025-08-06,Match by Match Ticket Holder,2025/26 Sheffield United V Stoke City,2025-12-06,1889 Restaurant,G,2
54c1a806-d0cc-40c1-a596-7e0b376e51f5,fed4d832-a9e8-4124-b828-998a3b2961e4,fed4d832-a9e8-4124-b828-998a3b2961e4,2025-08-01,Season Ticket Holder,2025/26 Sheffield United V Southampton Fc,2025-09-30,Tony Currie Suite,A,71
14521fc5-9118-4f4c-a16c-4d15d9fec2a2,b75cbbb7-6a23-4540-8c1d-cc470a8e7155,b75cbbb7-6a23-4540-8c1d-cc470a8e7155,2024-07-31,Season Ticket Holder,2024/25 Sheffield United V Norwich City,2025-01-18,Tony Currie Suite,A,50
90b95377-fe04-4589-aac5-98f8c6f55ad5,01ecaf61-563b-ed11-83d1-afe4f709d266,01ecaf61-563b-ed11-83d1-afe4f709d266,2025-08-01,Match by Match Ticket Holder,2025/26 Sheffield United V Norwich City,2025-12-09,The Pavilion,O,125
8551fc17-13b8-4cff-9398-269a49cfcec9,62ff39e2-5c35-4c17-9e2d-43ed4e2c66fb,62ff39e2-5c35-4c17-9e2d-43ed4e2c66fb,2024-07-31,Season Ticket Holder,2024/25 Sheffield United V West Bromwich Albion,2024-12-29,Tony Currie Suite,B,8
18f9c2ff-a8b0-4ee3-8569-544544fc37e4,fd2167b1-bae7-4dda-aed1-07cbb8587474,fd2167b1-bae7-4dda-aed1-07cbb8587474,2024-07-30,Season Ticket Holder,2024/25 Sheffield United V Burnley,2024-12-26,The Pavilion,M,110
9a9f3769-dc79-4ed7-86a8-46bfd7801999,d006fc51-1e93-46d5-8df3-790981239d5d,7b4e6b96-c171-ef11-84bd-ffedec64349b,2024-09-13,Match by Match Ticket Holder,2024/25 Sheffield United V Portsmouth,2025-02-08,Tony Currie Suite,B,33
ee91602b-d6ea-4b68-8cbc-ddde8f3e6f40,729208ed-80aa-4cab-8c6a-1b66b0d2c818,729208ed-80aa-4cab-8c6a-1b66b0d2c818,2025-08-01,Season Ticket Holder,Sheffield United V Charlton Athletic,2025-09-20,Tony Currie Suite,A,42
39979446-98a3-48c8-a77e-ef3261235f3a,e3424258-04e1-4c07-9d71-089736a9cd49,e3424258-04e1-4c07-9d71-089736a9cd49,2025-08-01,Season Ticket Holder,2025/26 Sheffield United V Stoke City,2025-12-06,Tony Currie Suite,B,56
6d782918-2c69-44f7-ae24-1065a4165802,be30d85a-a093-43b0-8895-50c63bc31b37,be30d85a-a093-43b0-8895-50c63bc31b37,2024-07-30,Season Ticket Holder,2024/25 Sheffield United V Luton Town,2024-10-05,The Pavilion,W,123
5e79d023-66d3-4d58-897d-4a9aa5978558,9b543bed-1f32-4c11-8d8e-a1319b330e09,9b543bed-1f32-4c11-8d8e-a1319b330e09,2024-08-16,Match by Match Ticket Holder,2024/25 Sheffield United V Queens Park Rangers,2024-08-17,1889 Restaurant,J,1
10d59004-e4dd-41f3-a7de-e99787734a37,f5440457-d292-4191-bd2a-6d4e83cd9fcb,f5440457-d292-4191-bd2a-6d4e83cd9fcb,2025-08-01,Season Ticket Holder,2025/26 Sheffield United V Stoke City,2025-12-06,The Pavilion,Q,113
da5cd6c1-02c6-444e-aa60-475e328452be,f3156ddf-7a71-486b-8ea1-cbdcef531988,f3156ddf-7a71-486b-8ea1-cbdcef531988,2024-09-26,Match by Match Ticket Holder,2024/25 Sheffield United V Swansea,2024-10-02,1889 Restaurant,C,5
969a1a79-b1c0-486e-acea-8fe643c3f41f,20a2287c-4f43-ef11-84a5-d4866d756a55,20a2287c-4f43-ef11-84a5-d4866d756a55,2024-09-01,Match by Match Ticket Holder,2024/25 Sheffield United V Middlesbrough,2025-02-12,The Pavilion,Y,107
ae95771c-f87b-4acc-8789-f17310c1c4fd,c30054fd-045b-4824-9241-a131679c735f,c30054fd-045b-4824-9241-a131679c735f,2024-07-30,Season Ticket Holder,2024/25 Sheffield United V Preston North End,2025-03-08,Tony Currie Suite,B,11
2ca4389f-5849-470f-8eec-74dc06414915,f3156ddf-7a71-486b-8ea1-cbdcef531988,f3156ddf-7a71-486b-8ea1-cbdcef531988,2024-11-20,Match by Match Ticket Holder,2024/25 Sheffield United V Sunderland,2024-11-29,1889 Restaurant,F,8
e7d1dbfa-9922-47dc-a234-15a31dd40702,f3156ddf-7a71-486b-8ea1-cbdcef531988,f3156ddf-7a71-486b-8ea1-cbdcef531988,2025-01-20,Match by Match Ticket Holder,2024/25 Sheffield United V Hull City,2025-01-24,1889 Restaurant,G,4
f358b9f5-ed24-447a-947c-05017a96dcce,f3156ddf-7a71-486b-8ea1-cbdcef531988,f3156ddf-7a71-486b-8ea1-cbdcef531988,2024-08-08,Match by Match Ticket Holder,2024/25 Sheffield United Fc V Wrexham Afc,2024-08-13,1889 Restaurant,J,5
a563864f-1606-4ec2-bdb6-5c1ba7e9f43f,8446cdde-9175-43d7-bf41-54affb1d5f29,8446cdde-9175-43d7-bf41-54affb1d5f29,2025-08-01,Match by Match Ticket Holder,2025/26 Sheffield United V West Bromwich Albion,2026-03-07,The Pavilion,S,126
0de73e33-434f-45e7-afb6-ae9dfe566db0,c30054fd-045b-4824-9241-a131679c735f,c30054fd-045b-4824-9241-a131679c735f,2024-07-30,Season Ticket Holder,2024/25 Sheffield United V Bristol City,2025-03-11,Tony Currie Suite,B,11
04945bdb-abd8-42cb-8e1f-8edf1e37e4e9,82045bcd-ad9d-e911-80e7-0050560100ae,82045bcd-ad9d-e911-80e7-0050560100ae,2025-08-01,Season Ticket Holder,2025/26 Sheffield United V Millwall Fc,2025-08-23,Tony Currie Suite,B,71
00400036-3d62-4718-99f8-29108c30f208,3ed21281-ccdf-456b-a34c-079ec3696de6,3ed21281-ccdf-456b-a34c-079ec3696de6,2024-07-31,Match by Match Ticket Holder,2024/25 Sheffield United V Queens Park Rangers,2024-08-17,Tony Currie Suite,B,82
3444d913-0a07-4adf-af6f-c74e86cf6c21,85e80255-ee22-4bd0-9b5a-ce1e29e0249c,85e80255-ee22-4bd0-9b5a-ce1e29e0249c,2024-09-10,Match by Match Ticket Holder,2024/25 Sheffield United V Sunderland,2024-11-29,The Pavilion,M,125
094f1391-5c21-4fe1-98a6-b78e54e3c672,86eb448a-896a-42f7-a0ff-567385c8d23a,86eb448a-896a-42f7-a0ff-567385c8d23a,2024-07-30,Season Ticket Holder,2024/25 Sheffield United V Sheffield Wednesday,2024-11-10,The Pavilion,W,107
d04d2a2d-7174-4d32-8d1b-cf3252a0b9f6,f3156ddf-7a71-486b-8ea1-cbdcef531988,f3156ddf-7a71-486b-8ea1-cbdcef531988,2025-05-12,Match by Match Ticket Holder,2024/25 Sheffield United Fc V Bristol City Fc,2025-05-12,The Pavilion,U,111
